Wahlbezirk,Straße,Hausnummern
5202,Johann-Strauß-Platz,alle
5202,Karl-Marx-Str.,"6-25, 40-62"
4206,Robert-Koch-Str.,alle
4206,Altstadtblick,alle
4206,Am Magazin,alle
4206,Am Speicher,alle
4206,Rosa-Luxemburg-Str.,"1-12, 26-41"
4206,Sauerbruchstr.,alle
4206,Scheffelstr.,ung. 19-27
5203,Virchowstr.,2-53
5203,Allee nach Glienicke,"2,4"
5203,Alt Nowawes,"ger. 40-130,, ung. 93-107"
5203,Grenzstr.,alle
5203,Jutestr.,alle
5203,Karl-Liebknecht-Str.,90-99
5203,Mühlenstr.,4-23
5203,Neue Str.,1-7
5203,Park Babelsberg,1-11
5203,Spindelstr.,1-5
5203,Tuchmacherstr.,20-32
5203,Wollestr.,alle
5203,August-Bebel-Str.,2
5203,Domstr.,ger. 2-58
5203,Espengrund,alle
5203,Fontanestr.,alle
5203,Freiligrathstr.,alle
5203,Goethestr.,"ung. 51-77, ger. 34-54"
5203,Heinestr.,ung. 1-13
5203,Herderstr.,alle
5203,Karl-Marx-Str.,"1-5B, 63-73"
5203,Klopstockstr.,alle
5203,Körnerweg,alle
5203,Lessingstr.,29-56
5203,Otto-Erich-Str.,alle
5203,Reuterstr.,alle
5203,Rud.-Breitscheid-Str.,112-236A
5203,Stubenrauchstr.,alle
5203,Uhlandstr.,14-25A
5207,Virchowstr.,"1,3,5"
5207,Alt Nowawes,"ger. 22-36, ung. 31-39"
5207,An der Alten Brauerei,alle
5207,Bendastr.,1-6A
5207,Daimlerstr.,"1,3, ger. 6-12"
5207,Friedrich-List-Str.,ung. 5-11
5207,Garnstr.,1-22
5207,Glasmeisterstr.,alle
5207,Johannsenstr.,alle
5207,Karl-Liebknecht-Str.,"4-10, 27-138A"
5207,Mühlenstr.,1A-3
5207,Neue Str.,7A-16
5207,Park Babelsberg,"15, 30"
5207,Rud.-Breitscheid-Str.,1-55
5207,Schornsteinfegergasse,1-5
5207,Theodor-Hoppe-Weg,alle
5207,Voltastr.,alle
5204,Weberplatz,20-29
5204,Bendastr.,7-12
5204,GA Birkenhain,alle
5204,Goethestr.,ung. 3-49
5204,Karl-Gruhl-Str.,17-42
5204,Kreuzstr.,1-7B
5204,Lessingstr.,1-28
5204,Müllerstr.,4-7
5204,Plantagenhof,alle
5204,Plantagenplatz,alle
5204,Plantagenstr.,"3-20, 30-33F"
5204,Rud.-Breitscheid-Str.,57-85A
5204,Turnstr.,2-14
5204,Uhlandstr.,1-12A
5208,Wichgrafstr.,alle
5208,Allee nach Glienicke,"15, 17"
5208,Behringstr.,"ung. 1-29, ger. 4-24"
5208,Bruno-H.-Bürgel-Str.,"ung. 1-15, ger. 4-52"
5208,Concordiaweg,alle
5208,Donarstr.,ger. 34-40
5208,Filchnerstr.,1-12
5208,GA Am Sportplatz,alle
5208,GA Babelsberg 1912,alle
5208,GA Freie Scholle,alle
5208,GA Hoffnung,alle
5208,Goethestr.,ger. 4-32
5208,Heinestr.,ger. 2-14
5208,Hoher Weg,alle
5208,Karl-Gruhl-Str.,43-66
5208,Karl-Liebknecht-Str.,"ung. 39-69, ger. 40-50"
5208,Kolonie Eigenland,alle
5208,Müllerstr.,"1-3, 8-12"
5208,Obere Donarstr.,alle
5208,Pasteurstr.,alle
5208,Plantagenstr.,21-26
5208,Scheffelstr.,ger. 20-42
5208,Semmelweisstr.,alle
5205,Turnstr.,15-51
5205,Alt Nowawes,ung. 41 -89
5205,Garnstr.,"ung. 23-39, ger. 24-36A"
5205,Karl-Gruhl-Str.,1-16
5205,Karl-Liebknecht-Str.,"11-38, 100-126"
5205,Kreuzstr.,8-15
5205,Lutherstr.,alle
5205,Schornsteinfegergasse,6-14
5205,Spindelstr.,5A-12
5205,Tuchmacherstr.,"1-17, 34-51"
5305,Weberplatz,1-19
5305,Daimlerstr.,"ung. 5-11, ger. 14-18"
5305,Dieselstr.,1-18
5305,Friedrich-Engels-Str.,25-56
5305,Friesenstr.,alle
5305,GA Angergrund,alle
5305,GA Nuthetal,alle
5305,GA Süd-West,alle
5305,GA Übergang,alle
5305,Großbeerenstr.,ung. 1-27
5305,Horstweg,"ung. 47-47B, 82, 93"
5305,Jahnstr.,alle
5305,Karl-Liebknecht-Str.,139-140
5305,Lutherplatz,3-7
5305,Neuendorfer Anger,alle
5305,Wattstr.,ung. 17-23
5305,Am Sportplatz,1-29
5305,An der Sandscholle,2-30
5305,August-Bebel-Str.,28-66
5305,Blumenweg,ger. 2-32
5305,Dianastr.,ger. 2-46
5305,Emil-Jannings-Str.,alle
5305,Franz-Mehring-Str.,"ung. 21-65, ger. 54-64"
5305,Großbeerenstr.,ger. 116-204
5305,Joseph-v.-Sternberg-Str.,alle
5305,Kleine Str.,alle
5305,Marlene-Dietrich-Allee,9
5305,Merkurstr.,alle
5305,Paul-Neumann-Str.,55-97
5306,Rosenstr.,ung. 27-55
5306,Dieselstr.,ger. 20-50
5306,Fultonstr.,"14,16"
5306,Großbeerenstr.,"ung. 29-65A, ger. 38-90"
5306,H.-v.-Kleist-Str.,"ung. 3-17, ger. 2-12"
5306,Horstweg,1-6
5306,Kopernikusstr.,ung. 33-57
5306,Siemensstr.,ung. 15-37
5306,Wattstr.,ger. 20-24
5306,August-Bebel-Str.,"16-27, ung. 77-89F,, ger. 68-88"
5306,Dianastr.,ung. 1-21
5306,Försterweg,alle
5306,Heinz-Rühmann-Weg,alle
5306,Jägersteig,alle
5306,Marlene-Dietrich-Allee,"ung. 11-27, 20"
5306,Prof.-Dr.-Helmert-Str.,alle
5306,Rote-Kreuz-Str.,alle
5306,Stahnsdorfer Str.,"ung. 77-129,, ger. 140-156C"
5307,Steinstr.,"ung. 1-23, ger. 2-18"
5307,Althoffstr.,alle
5307,Anhaltstr.,alle
5307,Benzstr.,alle
5307,Eichenweg,alle
5307,Großbeerenstr.,ger.92-114
5307,Heideweg,alle
5307,Kopernikusstr.,ger. 2-54
5307,Paul-Neumann-Str.,2-54
5307,Pestalozzistr.,alle
5307,Stephensonstr.,alle
5307,Ahornstr.,alle
5307,An den Windmühlen,ger. 2-28A
5307,Beetzweg,alle
5307,Biberweg,alle
5307,Fritz-Zubeil-Str.,"ung. 1-23A, ger. 2-36,, ger.60-96"
5307,GA Glück Auf,alle
5307,GA Grüner Winkel,alle
5307,GA Uns genügts,alle
5307,Gartenstr.,alle
5307,Großbeerenstr.,ung. 91-205
5307,Grünstr.,alle
5307,Kleewall,alle
5307,Konsumhof,alle
5307,Mitteldamm,alle
5307,Orenstein & Koppel Str.,alle
5307,Otterweg,alle
5307,Prager Str.,alle
5307,Sophie-Farber-Str.,alle
5307,Ulmenstr.,alle
5307,Weidendamm,alle
5304,Wetzlarer Str.,alle
5304,Am Klubhaus,alle
5304,Am Sportplatz,31-49
5304,An der Sandscholle,ger.32-52
5304,August-Bebel-Str.,"11,13"
5304,August-Bebel-Str.,ger. 6-12
5304,Blumenweg,ung. 1-23
5304,Franz-Mehring-Str.,"ung. 1-19, ger. 2-12"
5304,Rosenstr.,"ung. 1-25, ger. 2-66"
5304,Rotdornweg,alle
5308,Stahnsdorfer Str.,"ung. 1-75, ger. 4-110"
5308,Birkengrund,alle
5308,Friedhofsgasse,ger. 2-6
5308,Friedrich-Engels-Str.,17-24
5308,GA Oberförsterwiese,alle
5308,Heinrich-Mann-Allee,"106, 106A"
5308,Horstweg,"ung. 53-57, 96"
5308,Kolonie Daheim,alle
5308,Kurze Str.,alle
5308,Nuthewinkel,1-6
5308,Schlaatzstr.,alle
5308,Schlaatzweg,alle
5308,Fultonstr.,"ung. 1-21, ger. 2-8"
5308,Großbeerenstr.,ger. 2-34
5308,H.-v.-Kleist-Str.,"1, 1B"
5308,Karl-Liebknecht-Str.,1-3
5308,Kopernikusstr.,ung. 1-31
5308,Lutherplatz,1-2
5308,Schulstr.,alle
5308,Siemensstr.,"ung. 1-13, ger. 2-38"
5309,Wattstr.,2-16
5309,Albert-Einstein-Str.,"ger. 26-46, 49"
5309,Alte Gärtnerei,ger. 2-18
5309,Am Brunnen,alle
5309,Drevesstr.,"1-27, 40-64"
5309,Heinrich-Mann-Allee,"25-57, 103-105C"
5309,Horstweg,ung. 105-109
5309,Kunersdorfer Str.,1-25
5309,Michendorfer Chaussee,"6, 7"
5309,Nuthewinkel,"13, 14-14B"
5309,Telegrafenberg,alle
5309,An den Windmühlen,ung. 5-31
5309,Baberowweg,alle
5309,Dieselstr.,"ung. 27-61, ger. 52 -60"
5309,Fritz-Zubeil-Str.,"ung. 25-95A, 50,52"
5309,GA Am Schlaatz,alle
5309,GA Moosgarten,alle
5309,GA Mühlengrund,alle
5309,GA Nuthestrand 1,alle
5309,Großbeerenstr.,ung. 67-89
5309,H.-v.-Kleist-Str.,"ung. 19-41, ger. 14-34"
5309,Horstweg,"8, 10"
5309,Jacques-Russ-Str.,alle
5309,Lotte-Laserstein-Str.,alle
5309,Rudolf-Moos-Str.,alle
6203,Walter-Klausch-Str.,alle
6203,Am Försteracker,alle
6203,Am Plantagenhaus,alle
6203,Am Wald,alle
6203,Damaschkeweg,alle
6203,Drevesstr.,28-39
6203,Hasensprung,alle
6203,Hegemeisterweg,alle
6203,Heidereiterweg,alle
6203,Heimrode,alle
6203,Heinrich-Mann-Allee,58-95
6203,Kottmeierstr.,alle
6203,Kunersdorfer Str.,26-38
6203,Ravensberggestell,alle
6203,Ravensbergweg,alle
6203,Vogelsang,alle
6101,Waldstr.,alle
6101,Alter Tornow,1
6101,Am Uferpark,alle
6101,An der Fährwiese,alle
6101,An der Vorderkappe,alle
6101,Brauhausberg,"20, 20A, 21"
6101,Finkenweg,5-9A
6101,GA Alter Tornow,alle
6101,GA Sternschanze,alle
6101,GA Waldwiese,alle
6101,Heinrich-Mann-Allee,94
6101,Hermannswerder,alle
6101,Inselweg,alle
6101,Küsselstr.,alle
6101,Leipziger Str.,19-50
6101,Leiterstr.,alle
6101,Luisenhof,alle
6101,Michendorfer Chaussee,"1-5, ung. 19-115A,, ger. 8-114"
6101,Paetowstr.,alle
6101,Templiner Str.,alle
6101,Tornowstr.,alle
6301,Ulrich-von-Hutten-Str.,alle
6301,An der Alten Zauche,"ger. 30-50, 45"
6301,Falkenhorst,"ung. 1-17, ger. 2-12"
6301,GA Erlengrund,alle
6301,Habichthorst,ger. 2-14
6301,Milanhorst,ung. 1-7
6201,Sperberhorst,alle
6201,An der Alten Zauche,ger. 24-28
6201,Falkenhorst,"ung. 19-25, ger. 14-38"
6201,Habichthorst,ung.1-13
6201,Milanhorst,"ung. 9-39, ger. 2-24"
6201,Schilfhof,ung. 1-25
6201,Alte Gärtnerei,ung. 1-17
6201,An den Kopfweiden,alle
6303,Bergholzer Str.,alle
6303,Käuzchenweg,alle
6303,Lisdorf,alle
6303,Meisenweg,3-13
6303,Tiroler Damm,alle
6303,Unter den Eichen,1-50
6303,Zur Nuthe,alle
6303,Erlenhof,"ung. 1-57, ger. 24-36"
6303,Magnus-Zeller-Platz,"2,4,6"
6303,Schilfhof,ger. 18-26
6304,Weidenhof,alle
6304,Am Buchhorst,alle
6304,Am Bürohochhaus,alle
6304,Am Stadtrand,25-60
6304,An der Brauerei,alle
6304,Drewitzer Str.,"ung. 41-51, ger. 38-, 38C, ger. 42-50"
6304,Erich-Weinert-Str.,9-50
6304,Handelshof,alle
6304,Meisenweg,"1,2"
6304,Möbelhof,alle
6304,Nuthedamm,"1, 1B, 31-33"
6304,Verkehrshof,alle
6304,Zum Heizwerk,alle
6304,An der Alten Zauche,ger. 2-22
6304,Binsenhof,alle
6304,Drewitzer Str.,"1,2,2B"
6304,GA An der Alten Zauche,alle
6304,GA Käthe Kollwitz,alle
6304,Heinrich-Mann-Allee,ger. 120-120B
6304,Hermann-Muthesius-Str.,alle
6304,Horstweg,94
6304,Horstweg,ger. 98-108
6304,Julius-Posener-Str.,alle
6304,Magnus-Zeller-Platz,"1,3"
6305,Schilfhof,ger. 2-16
6305,Bernh.-Kellermann-Str.,alle
6305,Drewitzer Str.,"20A, 22A"
6305,Eduard-Claudius-Str.,alle
6305,Erich-Weinert-Str.,1 A
6305,Friedrich-Wolf-Str.,9-12
6305,Joh.-R.-Becher-Str.,"2-28, 54-77"
6305,Kuckucksruf,alle
6305,Bisamkiez,"ung. 13-45, ger.26-36"
6305,Erlenhof,ger. 10-22
6305,Inselhof,alle
6305,Otterkiez,ung. 23-43
6404,Schilfhof,27-29
6404,Am Nuthetal,ger. 10-24
6404,Biberkiez,alle
6404,Bisamkiez,"Ung. 1-11, ung. 101-111, 102"
6404,Erlenhof,ger. 2-8
6404,Meisenweg,102
6404,Pappelhof,alle
6404,Unter den Eichen,58
6404,Wiesenhof,alle
6404,Bertolt-Brecht-Str.,alle
6404,Brunnenallee,alle
6404,Drewitzer Str.,"ung. 23-39A, 40, 40A"
6404,Erich-Weinert-Str.,"1-8, 56-71,, ger. 72-100"
6404,Friedrich-Wolf-Str.,1-8
6404,Joh.-R.-Becher-Str.,29-53
6307,Sophie-Alberti-Str.,alle
6307,Kiefernring,ger. 10-38
6307,Saarmunder Str.,ger. 2-4E
6307,Zum Jagenstein,"1,2,3,4,6,8, 26,28"
6307,Zum Kahleberg,"ung. 25-99, ger. 2-26"
6307,Am Nuthetal,ger. 2-8
6307,Bisamkiez,ger. 2-24
6307,Otterkiez,"ung. 1-21, ger. 2-26"
6401,Wieselkiez,alle
6401,Am Fenn,alle
6401,Am Stadtrand,1-24
6401,Drewitzer Str.,3-22
6401,GA Nuthestrand 2,alle
6401,Käthe-Kollwitz-Str.,alle
6401,Ginsterweg,alle
6401,Saarmunder Str.,"ung. 7-45, ger. 6-32"
6401,Zum Jagenstein,"ung. 5-37, ger. 10-24"
6503,Zum Kahleberg,ung. 1-23A
6503,Ratsweg,"ung. 1-5, ger. 2-10A"
6503,Schubertstr.,alle
6503,Steinstr.,ung. 39-53
6503,Tschaikowskiweg,alle
6503,Wagnerstr.,alle
6503,Am Moosfenn,"ger. 20-30, ung. 27-35"
6503,Kiefernring,"ung. 31-63, ger. 40-108"
6504,Sonnentaustr.,ung. 1-21
6504,Bahnhofstr.,101-115
6504,Gagarinstr.,ger. 2-28
6504,Hans-Grade-Ring,ger. 32-50
6504,Lilienthalstr.,alle
6504,Pietschkerstr.,"14,16,42,44"
6504,Am Moosfenn,"ung. 1-5, ger. 2-18"
6504,Kiefernring,"ung. 1-29, 4, 6"
6504,Saarmunder Str.,"ung. 47-61, ger. 40-64"
6504,Sonnentaustr.,ger. 2-10
6504,Zum Jagenstein,32
6505,Zum Teufelssee,"2,4"
6505,Am Mittelbusch,alle
6505,Bebraer Str.,6
6505,Fichtenallee,alle
6505,Fuldaer Str.,alle
6505,GA Schäferfichten,alle
6505,GA Wochenend,alle
6505,Im Schäferfeld,alle
6505,Katharinastr.,alle
6505,Neuendorfer Str.,"ung. 35-41, 10, 12, 14,, ger. 16-42, ger. 2-12, ger. 18-40,"
6505,Pietschkerstr.,50
6505,Schäferweg,alle
6505,Turmstr.,"ung. 17-47, ger. 22-46"
6505,Unionssiedlung,alle
6505,Am Schlangenfenn,"ger. 2-30, ung. 11-81"
6505,Am Springbruch,alle
6506,Moosglöckchenweg,ger. 2-18
6506,Caputher Heuweg,ger. 2-12
6506,Liefelds Grund,"ung. 1-21, ger. 4-28"
6506,Saarmunder Str.,66-85
6507,Zum Teufelssee,ung. 1-35
6507,Flotowstr.,ung. 1-35
6507,Gluckstr.,alle
6507,Großbeerenstr.,ger. 262-288
6507,Hubertusdamm,"ung. 27-47,, ger. 24B-50B"
6507,In der Aue,"ung. 33-61, ger. 38-60"
6507,M.-Bartholdy-Str.,ung. 3-47
6507,Patrizierweg,"ung. 19-39, ger.18-58"
6507,Ratsweg,"ung. 5B-9, ger. 12-16"
6507,Steinstr.,ung. 59-85
6507,Am Schlangenfenn,"ung. 1-9, 50"
6507,Caputher Heuweg,ung. 1-69
6507,Liefelds Grund,ung. 23-29
6507,Moosglöckchenweg,ung. 1-27
7105,Zum Teufelssee,ger. 6-48
7105,Am Gehölz,alle
7105,Bahnhofstr.,"1-42, ger. 124-126A,, 127"
7105,Beethovenstr.,alle
7105,GA Naturfreunde,alle
7105,Gagarinstr.,ung. 1-7
7105,Großbeerenstr.,"ung. 209 -261,, ger. 206-258"
7105,Hans-Grade-Ring,"ung. 1-17, ger. 2-30,, ger. 60-70"
7105,Hubertusdamm,1-24A
7105,In der Aue,"ung. 11-31A, ger. 8-36"
7105,Lortzingstr.,alle
7105,M.-Bartholdy-Str.,ger. 2-48
7105,Mozartstr.,alle
7105,Parallelweg,alle
7105,Patrizierweg,1-14
7105,An der Parforceheide,alle
7105,Flotowstr.,ger. 4-12
7105,Großbeerenstr.,366
7105,Hubertusdamm,ung. 49-79
7105,Kohlhasenbrücker Str.,ger. 100-106
7105,Patrizierweg,"ung. 43-69, ger. 62-92"
7112,Steinstr.,"ung. 95-105,, ger. 44B-106"
7112,Chopinstr.,alle
7112,Galileistr.,ger. 2-10
7112,Großbeerenstr.,ung. 265-279
7112,Grotrianstr.,ung. 9-15
7112,Johannes-Kepler-Platz,alle
7112,Kellerstr.,alle
7112,Neuendorfer Str.,15
7112,Newtonstr.,"ung. 1-15A, ger. 2-12"
7112,Röhrenstr.,alle
7112,Schwarzschildstr.,alle
7112,Ziolkowskistr.,"1, ger. 2-8"
7112,Galileistr.,ung. 77-89
7112,Gaußstr.,alle
7112,Jagdhausstr.,32
7112,Otto-Haseloff-Str.,"13, 13A, 14"
7113,Sternstr.,"ung. 31-37, ger. 30-38"
7113,Großbeerenstr.,"ung. 285-359, 344"
7113,Grotrianstr.,ger. 2-32
7113,Jagdhausstr.,1-15
7113,Kohlhasenbrücker Str.,"ung. 1-15C, ger. 2-36"
7113,Otto-Haseloff-Str.,"ung. 17-23B,, ger. 16-22B"
7113,Steinstr.,ger. 118-162
7113,Waldhornweg,26-35A
7107,Wildeberstr.,29-38C
7107,Galileistr.,ung. 1-17
7107,Laplacering,alle
7201,Newtonstr.,ung. 19-35
7201,Galileistr.,ung. 19-39
7201,Leibnizring,alle
7201,Max-Born-Str.,"19, 21"
7201,Alt Drewitz,alle
7201,Am Friedhof,alle
7201,Am Hirtengraben,1-9a
7201,Am Silbergraben,alle
7201,Bebraer Str.,"1,3"
7201,Clara-Schumann-Str.,23-26
7201,GA Am Hirtengraben,alle
7201,Gerlachstr.,1-8
7201,In den Neuen Höfen,alle
7201,Kirchstr.,alle
7201,Neuendorfer Str.,"ung. 1-13, ger. 2-8,, 10D, 12D, 14D,, ung. 15D-17D, 44-74"
7201,Nuthedamm,2-30
7201,Sternstr.,"1-18A, 63-82"
7201,Trebbiner Str.,alle
7201,Turmstr.,"1-10, 54-72"
7109,Zum Kirchsteigfeld,ung. 1-11
7109,Galileistr.,ung. 41-57
7109,Max-Born-Str.,"ung. 1-17, ger. 2-8"
7110,Niels-Bohr-Ring,alle
7110,Galileistr.,"ung. 59-75, 16,18"
7110,Max-Born-Str.,ger. 10-26
7110,Otto-Hahn-Ring,"ung. 1-41, ger. 2-32"
7110,Otto-Haseloff-Str.,"28, 30"
7110,Waldhornweg,12-14
7111,Ziolkowskistr.,61
7111,Asta-Nielsen-Str.,alle
7111,Erich-Pommer-Str.,alle
7111,Gerlachstr.,"ung. 21-49, 26"
7111,Guido-Seeber-Weg,ung. 1-15
7111,Hans-Albers-Str.,alle
7111,Konrad-Wolf-Allee,ger. 2-12
7111,Sterncenter,alle
7111,Sternstr.,"29A, 29B, ung. 39-53,, ger. 40-52A"
7111,Zum Kirchsteigfeld,"2,4"
7111,Eulenkamp,alle
7111,Jagdhausstr.,"ung. 21-33, ger.16-26"
7111,Otto-Haseloff-Str.,"15, 24, 24A, 25"
7111,Waldhornweg,16-25
7111,Waldhornweg,38-49
7111,Wildeberstr.,"1-24A, 43-55"
7302,Ziolkowskistr.,"ung. 15-49, ger. 14-74"
7302,Ernst-Lubitsch-Weg,"1-7, 8,10"
7302,Friedrich-W.-Murnau-Str.,alle
7302,Fritz-Lang-Str.,"ung. 1-17, ger. 2-8"
7302,Hertha-Thiele-Weg,ger. 2-12
7302,Konrad-Wolf-Allee,"ung. 1-21, 12A"
7302,Paul-Wegener-Str.,alle
7302,Wolfgang-Staudte-Str.,ger. 2-12
7302,Am Hirtengraben,ung. 21-37
7302,Bellavitestr.,alle
7302,Büringstr.,alle
7302,Dorothea-Schneider-Str.,"ung. 1-9, ger. 2-6"
7302,Maimi-von-Mirbach-Str.,alle
7302,Maxie-Wander-Str.,"ung. 1-9, ger. 6-16"
7302,Nelly-Sachs-Str.,ung. 1-5
7303,Ricarda-Huch-Str.,"ung. 15-35, ger. 18-42"
7303,Conrad-Veidt-Str.,alle
7303,Fritz-Lang-Str.,ger. 10-22
7303,Günther-Simon-Str.,alle
7303,Priesterweg,alle
7303,Willi-Schiller-Weg,alle
7303,Wolfgang-Staudte-Str.,ung. 1-23
7303,Anni-von-Gottberg-Str.,"11,13, ger. 6-14"
7303,Clara-Schumann-Str.,ger. 2-22B
7303,Dorothea-Schneider-Str.,ger. 14-18
7303,Kamblystr.,alle
7303,Lise-Meitner-Str.,"1-26, 28"
7303,Marie-Hannemann-Str.,alle
7303,Marie-Juchacz-Str.,"ung. 3-9, ger. 2-20B"
7303,Schadowstr.,alle
7303,Schinkelstr.,alle
7303,Stülerstr.,alle
7205,Zum Teich,alle
7205,Ed.-v.-Winterstein-Str.,ung. 1-13
7205,Guido-Seeber-Weg,ger. 2-16
7205,Hertha-Thiele-Weg,ung. 1-11
7205,Konrad-Wolf-Allee,"ung. 27-45, ger. 14-24"
7205,Sternstr.,29
7205,Willy-A.-Kleinau-Weg,ger. 2-30
7304,Wolfgang-Staudte-Str.,ger. 14-24
7304,Anni-von-Gottberg-Str.,1-9
7304,Clara-Schumann-Str.,ung. 1-21
7304,Gertrud-Kolmar-Str.,alle
7304,Lise-Meitner-Str.,"27, 29, 30, 32, 34"
7304,Marie-Juchacz-Str.,"ung. 11-15, ger.22-38"
7304,Mildred-Harnack-Str.,alle
7206,Pierre-de-Gayette-Str.,alle
7206,Ed.-v.-Winterstein-Str.,ger. 2-24
7206,GA Sonnenland,alle
7206,Gerlachstr.,ger. 10-18
7206,Konrad-Wolf-Allee,"ung. 47-63, ger. 26-50"
7206,Oskar-Meßter-Str.,alle
7206,Robert-Baberske-Str.,alle
7206,Slatan-Dudow-Str.,alle
7206,Sternstr.,"20-28, 53A-62"
7206,Willy-A.-Kleinau-Weg,ung. 3-7
8101,Zum Kirchsteigfeld,12
8101,Am Parkplatz,alle
8101,Kanalweg,alle
8101,Kirschweg,alle
8101,Paarener Dorfstr.,alle
8101,Paarener Mühlenweg,alle
8101,Potsdamer Str. Uetz-Paaren,alle
8101,Schwarzer Weg Uetz-Paaren,alle
8101,Siedlung,alle
7301,Uetzer Dorfstr.,alle
7301,Am Hirtengraben,ung. 11-19
7301,Bettina-von-Arnim-Str.,alle
7301,Dorothea-Schneider-Str.,ger. 8-12
7301,Eleonore-Prochaska-Str.,alle
7301,Johanna-Just-Str.,alle
7301,Karoline-Schulze-Str.,alle
7301,M.-Buber-Neumann-Str.,alle
7301,Maxie-Wander-Str.,"2,4"
7301,Nelly-Sachs-Str.,"ung. 7-17, ger. 2-16"
8201,Ricarda-Huch-Str.,ger. 2-16
8201,Am Friedrichspark,alle
8201,Am Garten,alle
8201,Am Kanal Marquardt,11
8201,Am Pappelgrund,alle
8201,Am Schlänitzsee,alle
8201,Amselweg,alle
8201,An der alten Kreisstr.,alle
8201,An der Eisenbahnbrücke,alle
8201,An der Obstplantage,alle
8201,An der Wublitz,alle
8201,Blumenweg Marquardt,alle
8201,Driftweg,alle
8201,Drosselweg,alle
8201,Eschenweg,alle
8201,Fahrländer Str.,alle
8201,Fährweg,alle
8201,Fasanenweg,alle
8201,Finkenweg Marquardt,alle
8201,Haseleck,alle
8201,Hauptstr.,alle
8201,Im Park,alle
8201,Kohlmeisenweg,alle
8201,Satzkorner Weg,alle
8201,Schoriner Weg,alle
8201,Schulstr. Marquardt,alle
8201,Schusterweg,alle
8201,Seestr. Marquardt,alle
8201,Spielstr.,alle
8201,Zum Bahnübergang,alle
8201,Kartzower Dorfstr.,alle
8403,Ketziner Str.,ger. 66-138
8403,Am Upstallgraben,alle
8403,Am Weinberg,alle
8403,An der Jubelitz,alle
8403,Ketziner Str.,"ung. 15-53, ger. 4-34,, ung. 87-179"
8403,Kienhorststr.,"1A-3A, 5-8"
8403,Marquardter Str. Ausbau,alle
8403,Marquardter Str. Fahrland,5-17
8403,Müllerweg,alle
8403,Pappelallee Fahrland,alle
8403,Rönsahler Str.,alle
8403,Schmidtweg,alle
8403,Von-Stechow-Str.,"1, ger. 2-10"
8404,Zum Storchennest,alle
8404,Bahnhofstr. Satzkorn,alle
8404,Birnenweg Satzkorn,alle
8404,Dorfstr. Satzkorn,alle
8404,Eichenallee Satzkorn,alle
8404,Gladiolenweg,alle
8404,Kastanienweg,alle
8404,Lilienweg,alle
8404,Lindenstr. Satzkorn,alle
8404,Rosenweg Satzkorn,alle
8404,Satzkorner Bergstr.,alle
8404,Satzkorner Ringstr.,alle
8404,Straße des Friedens,alle
8404,Straße zum Bahnhof,alle
8404,Tulpenweg,alle
8404,Am Upstall,1-9
8404,Döberitzer Str.,ung. 1-27
8404,Gartenstr. Fahrland,alle
8404,Ketziner Str.,"ung. 57-85, ger. 38-64"
8404,Kietzer Str.,alle
8404,Marquardter Str. Fahrland,1-4A
8404,Pastor-Moritz-Str.,alle
8404,Paul-Lange-Bey-Str.,alle
8404,Priesterstr.,alle
8401,Weberstr.,alle
8401,Am Fährgut,alle
8401,Am Föhrenhang,alle
8401,Am Großen Horn,alle
8401,Am Kirchberg,alle
8401,Am Krampnitzsee,alle
8401,Am Lehnitzsee,alle
8401,Am Rehweg,alle
8401,Am Stinthorn,alle
8401,Am Wiesenrand,alle
8401,An der Birnenplantage,alle
8401,Anglerkolonie,alle
8401,Bassewitzstr.,alle
8401,Fontanestr. Neu Fahrland,alle
8401,Ganghoferstr.,alle
8401,Gärtner-Schmidt-Str.,alle
8401,Heinrich-Heine-Weg,alle
8401,Im Apfelgarten,alle
8401,Martinsweg,alle
8401,Neuhainholz,alle
8401,Plantagenweg,alle
8401,Ringstr.,alle
8401,Robinsoninsel,alle
8401,Schwalbenweg,alle
8401,Sonnenweg,alle
8401,Tschudistr.,alle
8401,Zu den drei Mohren,alle
8401,Zum Weißen See,alle
8401,An den Eisbergstücken,alle
8401,Gellertstr.,alle
8401,Hannoversche Str.,alle
8401,Kienhorststr.,"3B-3F, 4-4F"
8401,Märkerring,alle
8401,Milanring,alle
8401,Mühlenring,alle
8401,Privatweg,alle
8401,Rotkehlchenweg,alle
8402,Von-Stechow-Str.,ung. 113-155
8402,Am Friedhof Fahrland,alle
8402,Am Spitzen Berg,alle
8402,Am Upstall,"ung. 11-15, ger. 10-30"
8402,An den Leddigen,alle
8402,An der Windmühle,alle
8402,Döberitzer Str.,"ung. 29-95, ger. 2-22"
8402,Fahrländer Chaussee,alle
8402,Glienicker Weg,alle
8402,Hasensteg,alle
8603,Im Winkel,alle
8603,Alter Weinberg,alle
8603,Am Gutstor,alle
8603,Am Park,alle
8603,Christoph-Friedrich-Weg,alle
8603,Edith-Schollwer-Weg,alle
8603,Eichengrund,alle
8603,Eva-Katharina-Weg,alle
8603,Freiheitstr.,ger. 2-34
8603,Glienicker Dorfstr.,alle
8603,Groß Glienicker Heide,alle
8603,Grüner Weg Groß Glienicke,20-23
8603,Hans-Georg-Str.,alle
8603,Heinz-Sielmann-Ring,alle
8603,Helmut-Just-Str.,alle
8603,Ida-Wüst-Weg,alle
8603,Interessentenweg,alle
8603,Käthe-Haack-Weg,alle
