Filchnerstr.	ung. 47-59, ger. 42-62
GA Babelsberg-Nord	alle
GA Klein-Glienicke	alle
Glienicker Winkel	alle
Griebnitzstr.	alle
Hermann-Maaß-Str.	ung. 49-79, ger. 44-70
Karl-Marx-Str.	26-35B
Lankestr.	alle
Louis-Nathan-Allee	alle
Mövenstr.	alle
Park Babelsberg	12-14
Rosa-Luxemburg-Str.	13-25
Spitzweggasse	alle
Tannenstr.	alle
Tannenweg	alle
Waldmüllerstr.	alle
Wannseestr.	alle
Wasserstr.	alle
Wilhelm-Leuschner-Str.	alle
Wahlbezirk 4203	WK 22
Gesamtschule Peter Joseph Lenné (38)	
Humboldtring 17	
14473 Potsdam	barrierefrei
Edisonallee	ger. 10-18
Friedrich-List-Str.	8
Hans-Marchwitza-Ring	ung. 7-29, ger. 8-22
Karl-Foerster-Str.	alle
Lotte-Pulewka-Str.	ung. 23-63
Max-Volmer-Str.	1-3
Wiesenstr.	ung. 1-7, 38, 40
Wahlbezirk 4204	WK 22
Gesamtschule Peter Joseph Lenné (38)	
Humboldtring 17	
14473 Potsdam	barrierefrei
Hans-Marchwitza-Ring	1, 3, ger. 2-6, ung. 53-55
Humboldtring	ger. 2-10, ger. 14-30
Lotte-Pulewka-Str.	ung. 11-21, ger. 4-8
Max-Volmer-Str.	4-17
Wiesenstr.	ung. 11-17, ger. 8-36
Wahlbezirk 4205	WK 22
Haus der Wirtschaft	
Schlaatzweg 1	
14473 Potsdam	barrierefrei
""	
Wahlbezirk 5202	WK 21
Schule am Griebnitzsee (33)	
Domstr. 14b	
14482 Potsdam	barrierefrei
Albert-Einstein-Str.	ung. 1-25
Altes Bahnwerk	alle
Am Stellwerk	alle
Friedhofsgasse	17
Friedrich-Engels-Str.	1-16, 78-104
Heinrich-Mann-Allee	ung. 1-23A, ger. 2-24A,
""	107
Zum Wasserturm	alle
August-Bier-Str.	alle
Baldurstr.	alle
Behringstr.	ung. 31-91, ger. 26-52
Bruno-H.-Bürgel-Str.	ung. 17-47
Domstr.	ung. 1-39
Donarstr.	ung. 1-13, ger. 2-32
Filchnerstr.	ung. 13-43, ger. 14-40
Gertrud-Droste-Platz	alle
Heinestr.	16-26
Hermann-Maaß-Str.	ung. 3-47B, ger. 2-42
Herthastr.	alle
Johann-Strauß-Platz	alle
Karl-Marx-Str.	6-25, 40-62
Robert-Koch-Str.	alle
Wahlbezirk 4206	WK 22
Comenius-Schule (53)	
Brauhausberg 10	
14473 Potsdam	barrierefrei
Altstadtblick	alle
Am Magazin	alle
Am Speicher	alle
Rosa-Luxemburg-Str.	1-12, 26-41
Sauerbruchstr.	alle
Scheffelstr.	ung. 19-27
Virchowstr.	2-53
Wahlbezirk 5206	WK 21
"Grundschule ""Bruno H. Bürgel"" (16)"	
Karl-Liebknecht-Str. 29	
14482 Potsdam	
Wahlbezirk 5203	WK 21
Schule am Griebnitzsee (33)	
Domstr. 14b	
14482 Potsdam	barrierefrei
Allee nach Glienicke	2,4
Alt Nowawes	ger. 40-130,
""	ung. 93-107
Grenzstr.	alle
Jutestr.	alle
Karl-Liebknecht-Str.	90-99
Mühlenstr.	4-23
Neue Str.	1-7
Park Babelsberg	1-11
Spindelstr.	1-5
Tuchmacherstr.	20-32
Wollestr.	alle
August-Bebel-Str.	2
Domstr.	ger. 2-58
Espengrund	alle
Fontanestr.	alle
Freiligrathstr.	alle
Goethestr.	ung. 51-77, ger. 34-54
Heinestr.	ung. 1-13
Herderstr.	alle
Karl-Marx-Str.	1-5B, 63-73
Klopstockstr.	alle
Körnerweg	alle
Lessingstr.	29-56
Otto-Erich-Str.	alle
Reuterstr.	alle
Rud.-Breitscheid-Str.	112-236A
Stubenrauchstr.	alle
Uhlandstr.	14-25A
Virchowstr.	1,3,5
Wahlbezirk 5207	WK 21
Oberlinhaus - Mutterhaus	
Rud.-Breitscheid-Str. 24	
14482 Potsdam	barrierefrei
Alt Nowawes	ger. 22-36, ung. 31-39
An der Alten Brauerei	alle
Bendastr.	1-6A
Daimlerstr.	1,3, ger. 6-12
Friedrich-List-Str.	ung. 5-11
Garnstr.	1-22
Glasmeisterstr.	alle
Johannsenstr.	alle
Karl-Liebknecht-Str.	4-10, 27-138A
Mühlenstr.	1A-3
Neue Str.	7A-16
Park Babelsberg	15, 30
Rud.-Breitscheid-Str.	1-55
Schornsteinfegergasse	1-5
Theodor-Hoppe-Weg	alle
Voltastr.	alle
Weberplatz	20-29
Wahlbezirk 5204	WK 21
"Evangelische Kita ""Comeniuskindergarten"""	
Wichgrafstr. 27	
14482 Potsdam	barrierefrei
Bendastr.	7-12
GA Birkenhain	alle
Goethestr.	ung. 3-49
Karl-Gruhl-Str.	17-42
Kreuzstr.	1-7B
Lessingstr.	1-28
Müllerstr.	4-7
Plantagenhof	alle
Plantagenplatz	alle
Plantagenstr.	3-20, 30-33F
Rud.-Breitscheid-Str.	57-85A
Turnstr.	2-14
Uhlandstr.	1-12A
Wichgrafstr.	alle
Wahlbezirk 5208	WK 21
Katholische Kirche St. Antonius, Pfarrsaal	
Plantagenstr. 23/24	
14482 Potsdam	barrierefrei
Allee nach Glienicke	15, 17
Behringstr.	ung. 1-29, ger. 4-24
Bruno-H.-Bürgel-Str.	ung. 1-15, ger. 4-52
Concordiaweg	alle
Donarstr.	ger. 34-40
Filchnerstr.	1-12
GA Am Sportplatz	alle
GA Babelsberg 1912	alle
GA Freie Scholle	alle
GA Hoffnung	alle
Goethestr.	ger. 4-32
Heinestr.	ger. 2-14
Hoher Weg	alle
Karl-Gruhl-Str.	43-66
Karl-Liebknecht-Str.	ung. 39-69, ger. 40-50
Kolonie Eigenland	alle
Müllerstr.	1-3, 8-12
Obere Donarstr.	alle
Pasteurstr.	alle
Plantagenstr.	21-26
Scheffelstr.	ger. 20-42
Semmelweisstr.	alle
Turnstr.	15-51
Wahlbezirk 5205	WK 21
"Grundschule ""Bruno H. Bürgel"" (16)"	
Karl-Liebknecht-Str. 29	
14482 Potsdam	
Alt Nowawes	ung. 41 -89
Garnstr.	ung. 23-39, ger. 24-36A
Karl-Gruhl-Str.	1-16
Karl-Liebknecht-Str.	11-38, 100-126
Kreuzstr.	8-15
Lutherstr.	alle
Schornsteinfegergasse	6-14
Spindelstr.	5A-12
Tuchmacherstr.	1-17, 34-51
Weberplatz	1-19
Wahlbezirk 5301	WK 21
Berlin Brandenburgische Auslandsgesellschaft	
Schulstr. 8b	
14482 Potsdam	
Wahlbezirk 5305	WK 21
"Kindertagesstätte ""Sandscholle"""	
Franz-Mehring-Str. 54	
14482 Potsdam	barrierefrei
""	
Daimlerstr.	ung. 5-11, ger. 14-18
Dieselstr.	1-18
Friedrich-Engels-Str.	25-56
Friesenstr.	alle
GA Angergrund	alle
GA Nuthetal	alle
GA Süd-West	alle
GA Übergang	alle
Großbeerenstr.	ung. 1-27
Horstweg	ung. 47-47B, 82, 93
Jahnstr.	alle
Karl-Liebknecht-Str.	139-140
Lutherplatz	3-7
Neuendorfer Anger	alle
Wattstr.	ung. 17-23
Am Sportplatz	1-29
An der Sandscholle	2-30
August-Bebel-Str.	28-66
Blumenweg	ger. 2-32
Dianastr.	ger. 2-46
Emil-Jannings-Str.	alle
Franz-Mehring-Str.	ung. 21-65, ger. 54-64
Großbeerenstr.	ger. 116-204
Joseph-v.-Sternberg-Str.	alle
Kleine Str.	alle
Marlene-Dietrich-Allee	9
Merkurstr.	alle
Paul-Neumann-Str.	55-97
Rosenstr.	ung. 27-55
Wahlbezirk 5302	WK 21
Goethe-Grundschule (31)	
Stephensonstr. 1	
14482 Potsdam	barrierefrei
""	
Wahlbezirk 5306	WK 21
Universität Potsdam, Komplex III	
August-Bebel-Str. 89	
14482 Potsdam	barrierefrei
Dieselstr.	ger. 20-50
Fultonstr.	14,16
Großbeerenstr.	ung. 29-65A, ger. 38-90
H.-v.-Kleist-Str.	ung. 3-17, ger. 2-12
Horstweg	1-6
Kopernikusstr.	ung. 33-57
Siemensstr.	ung. 15-37
Wattstr.	ger. 20-24
August-Bebel-Str.	16-27, ung. 77-89F,
""	ger. 68-88
Dianastr.	ung. 1-21
Försterweg	alle
Heinz-Rühmann-Weg	alle
Jägersteig	alle
Marlene-Dietrich-Allee	ung. 11-27, 20
Prof.-Dr.-Helmert-Str.	alle
Rote-Kreuz-Str.	alle
Stahnsdorfer Str.	ung. 77-129,
""	ger. 140-156C
Steinstr.	ung. 1-23, ger. 2-18
Wahlbezirk 5303	WK 21
Goethe-Grundschule (31)	
Stephensonstr. 1	
14482 Potsdam	barrierefrei
""	
Wahlbezirk 5307	WK 21
Institut für Weiterbildung	
Fritz-Zubeil-Str. 14	
14482 Potsdam	barrierefrei
Althoffstr.	alle
Anhaltstr.	alle
Benzstr.	alle
Eichenweg	alle
Großbeerenstr.	ger.92-114
Heideweg	alle
Kopernikusstr.	ger. 2-54
Paul-Neumann-Str.	2-54
Pestalozzistr.	alle
Stephensonstr.	alle
Ahornstr.	alle
An den Windmühlen	ger. 2-28A
Beetzweg	alle
Biberweg	alle
Fritz-Zubeil-Str.	ung. 1-23A, ger. 2-36,
""	ger.60-96
GA Glück Auf	alle
GA Grüner Winkel	alle
GA Uns genügts	alle
Gartenstr.	alle
Großbeerenstr.	ung. 91-205
Grünstr.	alle
Kleewall	alle
Konsumhof	alle
Mitteldamm	alle
Orenstein & Koppel Str.	alle
Otterweg	alle
Prager Str.	alle
Sophie-Farber-Str.	alle
Ulmenstr.	alle
Weidendamm	alle
Wetzlarer Str.	alle
Wahlbezirk 5304	WK 21
Sportplatz Sandscholle	
Franz-Mehring-Str. 54	
14482 Potsdam	barrierefrei
Am Klubhaus	alle
Am Sportplatz	31-49
An der Sandscholle	ger.32-52
August-Bebel-Str.	11,13
August-Bebel-Str.	ger. 6-12
Blumenweg	ung. 1-23
Franz-Mehring-Str.	ung. 1-19, ger. 2-12
Rosenstr.	ung. 1-25, ger. 2-66
Rotdornweg	alle
Stahnsdorfer Str.	ung. 1-75, ger. 4-110
Wahlbezirk 5308	WK 21
Jugendherberge Potsdam - Haus der Jugend	
Schulstr. 9	
14482 Potsdam	barrierefrei
Birkengrund	alle
Friedhofsgasse	ger. 2-6
Friedrich-Engels-Str.	17-24
GA Oberförsterwiese	alle
Heinrich-Mann-Allee	106, 106A
Horstweg	ung. 53-57, 96
Kolonie Daheim	alle
Kurze Str.	alle
Nuthewinkel	1-6
Schlaatzstr.	alle
Schlaatzweg	alle
Fultonstr.	ung. 1-21, ger. 2-8
Großbeerenstr.	ger. 2-34
H.-v.-Kleist-Str.	1, 1B
Karl-Liebknecht-Str.	1-3
Kopernikusstr.	ung. 1-31
Lutherplatz	1-2
Schulstr.	alle
Siemensstr.	ung. 1-13, ger. 2-38
Wattstr.	2-16
""	
Wahlbezirk 6202	WK 22
Humboldt-Gymnasium (1)	
Heinrich-Mann-Allee 103	
14473 Potsdam	barrierefrei
Wahlbezirk 5309	WK 21
Institut für Weiterbildung	
Fritz-Zubeil-Str. 14	
14482 Potsdam	barrierefrei
Albert-Einstein-Str.	ger. 26-46, 49
Alte Gärtnerei	ger. 2-18
Am Brunnen	alle
Drevesstr.	1-27, 40-64
Heinrich-Mann-Allee	25-57, 103-105C
Horstweg	ung. 105-109
Kunersdorfer Str.	1-25
Michendorfer Chaussee	6, 7
Nuthewinkel	13, 14-14B
Telegrafenberg	alle
An den Windmühlen	ung. 5-31
Baberowweg	alle
Dieselstr.	ung. 27-61, ger. 52 -60
Fritz-Zubeil-Str.	ung. 25-95A, 50,52
GA Am Schlaatz	alle
GA Moosgarten	alle
GA Mühlengrund	alle
GA Nuthestrand 1	alle
Großbeerenstr.	ung. 67-89
H.-v.-Kleist-Str.	ung. 19-41, ger. 14-34
Horstweg	8, 10
Jacques-Russ-Str.	alle
Lotte-Laserstein-Str.	alle
Rudolf-Moos-Str.	alle
Walter-Klausch-Str.	alle
Wahlbezirk 6203	WK 22
Internationale Grundschule	
Ravensbergweg 30	
14473 Potsdam	
Am Försteracker	alle
Am Plantagenhaus	alle
Am Wald	alle
Damaschkeweg	alle
Drevesstr.	28-39
Hasensprung	alle
Hegemeisterweg	alle
Heidereiterweg	alle
Heimrode	alle
Heinrich-Mann-Allee	58-95
Kottmeierstr.	alle
Kunersdorfer Str.	26-38
Ravensberggestell	alle
Ravensbergweg	alle
Vogelsang	alle
Waldstr.	alle
""	
Wahlbezirk 6101	WK 22
Hoffbauer Tagungshaus	
Hermannswerder 23	
14473 Potsdam	barrierefrei
Alter Tornow	1
Am Uferpark	alle
An der Fährwiese	alle
An der Vorderkappe	alle
Brauhausberg	20, 20A, 21
Finkenweg	5-9A
GA Alter Tornow	alle
GA Sternschanze	alle
GA Waldwiese	alle
Heinrich-Mann-Allee	94
Hermannswerder	alle
Inselweg	alle
Küsselstr.	alle
Leipziger Str.	19-50
Leiterstr.	alle
Luisenhof	alle
Michendorfer Chaussee	1-5, ung. 19-115A,
""	ger. 8-114
Paetowstr.	alle
Templiner Str.	alle
Tornowstr.	alle
Ulrich-von-Hutten-Str.	alle
""	
Wahlbezirk 6301	WK 22
Gesamtschule Am Schilfhof (49)	
Schilfhof 23-25	
14478 Potsdam	barrierefrei
An der Alten Zauche	ger. 30-50, 45
Falkenhorst	ung. 1-17, ger. 2-12
GA Erlengrund	alle
Habichthorst	ger. 2-14
Milanhorst	ung. 1-7
Sperberhorst	alle
Wahlbezirk 6302	WK 22
Gesamtschule Am Schilfhof (49)	
Schilfhof 23-25	
14478 Potsdam	barrierefrei
Wahlbezirk 6201	WK 22
Märkische Verlags- u. Druckgesellschaft GmbH	
Friedrich-Engels-Str. 24	
14473 Potsdam	barrierefrei
An der Alten Zauche	ger. 24-28
Falkenhorst	ung. 19-25, ger. 14-38
Habichthorst	ung.1-13
Milanhorst	ung. 9-39, ger. 2-24
Schilfhof	ung. 1-25
Alte Gärtnerei	ung. 1-17
An den Kopfweiden	alle
Bergholzer Str.	alle
Wahlbezirk 6303	WK 22
Gesamtschule Am Schilfhof (49)	
Schilfhof 23-25	
14478 Potsdam	barrierefrei
Käuzchenweg	alle
Lisdorf	alle
Meisenweg	3-13
Tiroler Damm	alle
Unter den Eichen	1-50
Zur Nuthe	alle
Erlenhof	ung. 1-57, ger. 24-36
Magnus-Zeller-Platz	2,4,6
Schilfhof	ger. 18-26
Weidenhof	alle
Wahlbezirk 6402	WK 22
Waldorfschule Potsdam e. V.	
Erich-Weinert-Str. 5	
14478 Potsdam	barrierefrei
""	
Wahlbezirk 6304	WK 22
Schule am Nuthetal (10/30)	
An der Alten Zauche 2c	
14478 Potsdam	
Am Buchhorst	alle
Am Bürohochhaus	alle
Am Stadtrand	25-60
An der Brauerei	alle
Drewitzer Str.	ung. 41-51, ger. 38-
""	38C, ger. 42-50
Erich-Weinert-Str.	9-50
Handelshof	alle
Meisenweg	1,2
Möbelhof	alle
Nuthedamm	1, 1B, 31-33
Verkehrshof	alle
Zum Heizwerk	alle
An der Alten Zauche	ger. 2-22
Binsenhof	alle
Drewitzer Str.	1,2,2B
GA An der Alten Zauche	alle
GA Käthe Kollwitz	alle
Heinrich-Mann-Allee	ger. 120-120B
Hermann-Muthesius-Str.	alle
Horstweg	94
Horstweg	ger. 98-108
Julius-Posener-Str.	alle
Magnus-Zeller-Platz	1,3
Schilfhof	ger. 2-16
""	
Wahlbezirk 6403	WK 22
Waldstadt-Grundschule (27)	
Friedrich-Wolf-Str. 12	
14478 Potsdam	
Wahlbezirk 6305	WK 22
Bürgerhaus am Schlaatz	
Schilfhof 28	
14478 Potsdam	barrierefrei
Bernh.-Kellermann-Str.	alle
Drewitzer Str.	20A, 22A
Eduard-Claudius-Str.	alle
Erich-Weinert-Str.	1 A
Friedrich-Wolf-Str.	9-12
Joh.-R.-Becher-Str.	2-28, 54-77
Kuckucksruf	alle
Bisamkiez	ung. 13-45, ger.26-36
Erlenhof	ger. 10-22
Inselhof	alle
Otterkiez	ung. 23-43
Schilfhof	27-29
Wahlbezirk 6306 WK 22
Schulen u. Wohnheim mit sonderpäd. Förderschwerpunkt
Bisamkiez 107-111
14478 Potsdam barrierefrei
Wahlbezirk 6404	WK 22
Waldstadt-Grundschule (27)	
Friedrich-Wolf-Str. 12	
14478 Potsdam	
Am Nuthetal	ger. 10-24
Biberkiez	alle
Bisamkiez	Ung. 1-11, ung. 101-111
""	102
Erlenhof	ger. 2-8
Meisenweg	102
Pappelhof	alle
Unter den Eichen	58
Wiesenhof	alle
Bertolt-Brecht-Str.	alle
Brunnenallee	alle
Drewitzer Str.	ung. 23-39A, 40, 40A
Erich-Weinert-Str.	1-8, 56-71,
""	ger. 72-100
Friedrich-Wolf-Str.	1-8
Joh.-R.-Becher-Str.	29-53
Sophie-Alberti-Str.	alle
Wahlbezirk 6501	WK 22
Oberstufenzentrum II Wirtschaft und Verwaltung	
Zum Jagenstein 26	
14478 Potsdam	barrierefrei
Wahlbezirk 6307	WK 22
"Kindertagesstätte ""Kinderland"""	
Bisamkiez 101	
14478 Potsdam	barrierefrei
Kiefernring	ger. 10-38
Saarmunder Str.	ger. 2-4E
Zum Jagenstein	1,2,3,4,6,8, 26,28
Zum Kahleberg	ung. 25-99, ger. 2-26
Am Nuthetal	ger. 2-8
Bisamkiez	ger. 2-24
Otterkiez	ung. 1-21, ger. 2-26
Wieselkiez	alle
""	
Wahlbezirk 6502	WK 22
Oberstufenzentrum II Wirtschaft und Verwaltung	
Zum Jagenstein 26	
14478 Potsdam	barrierefrei
Wahlbezirk 6401 WK 22
Schulen u. Wohnheim mit sonderpäd. Förderschwerpunkt
Bisamkiez 107-111
14478 Potsdam barrierefrei
Am Fenn	alle
Am Stadtrand	1-24
Drewitzer Str.	3-22
GA Nuthestrand 2	alle
Käthe-Kollwitz-Str.	alle
Ginsterweg	alle
Saarmunder Str.	ung. 7-45, ger. 6-32
Zum Jagenstein	ung. 5-37, ger. 10-24
Zum Kahleberg	ung. 1-23A
Wahlbezirk 6503	WK 22
Oberstufenzentrum II Wirtschaft und Verwaltung	
Zum Jagenstein 26	
14478 Potsdam	barrierefrei
Ratsweg	ung. 1-5, ger. 2-10A
Schubertstr.	alle
Steinstr.	ung. 39-53
Tschaikowskiweg	alle
Wagnerstr.	alle
Am Moosfenn	ger. 20-30, ung. 27-35
Kiefernring	ung. 31-63, ger. 40-108
Sonnentaustr.	ung. 1-21
Wahlbezirk 7102	WK 22
Schulzentrum am Stern - Gesamtschule (29)	
Gagarinstr. 5-7	
14480 Potsdam	barrierefrei
Wahlbezirk 6504	WK 22
Oberstufenzentrum II Wirtschaft und Verwaltung	
Zum Jagenstein 26	
14478 Potsdam	barrierefrei
Bahnhofstr.	101-115
Gagarinstr.	ger. 2-28
Hans-Grade-Ring	ger. 32-50
Lilienthalstr.	alle
Pietschkerstr.	14,16,42,44
Am Moosfenn	ung. 1-5, ger. 2-18
Kiefernring	ung. 1-29, 4, 6
Saarmunder Str.	ung. 47-61, ger. 40-64
Sonnentaustr.	ger. 2-10
Zum Jagenstein	32
Zum Teufelssee	2,4
Wahlbezirk 7103	WK 22
Club 18	
Pietschkerstr. 50	
14480 Potsdam	barrierefrei
Wahlbezirk 6505	WK 22
Oberschule Theodor Fontane (51)	
Zum Teufelssee 2-4	
14478 Potsdam	
Am Mittelbusch	alle
Bebraer Str.	6
Fichtenallee	alle
Fuldaer Str.	alle
GA Schäferfichten	alle
GA Wochenend	alle
Im Schäferfeld	alle
Katharinastr.	alle
Neuendorfer Str.	ung. 35-41, 10, 12, 14,
""	ger. 16-42
""	ger. 2-12, ger. 18-40,
Pietschkerstr.	50
Schäferweg	alle
Turmstr.	ung. 17-47, ger. 22-46
Unionssiedlung	alle
Am Schlangenfenn	ger. 2-30, ung. 11-81
Am Springbruch	alle
Moosglöckchenweg	ger. 2-18
Wahlbezirk 6506	WK 22
Oberschule Theodor Fontane (51)	
Zum Teufelssee 2-4	
14478 Potsdam	
Caputher Heuweg	ger. 2-12
Liefelds Grund	ung. 1-21, ger. 4-28
Saarmunder Str.	66-85
Zum Teufelssee	ung. 1-35
Wahlbezirk 7104	WK 22
Neue Grundschule Potsdam	
Flotowstr. 10	
14480 Potsdam	barrierefrei
Wahlbezirk 6507	WK 22
Haus der Begegnung Potsdam	
Zum Teufelssee 30	
14478 Potsdam	barrierefrei
Flotowstr.	ung. 1-35
Gluckstr.	alle
Großbeerenstr.	ger. 262-288
Hubertusdamm	ung. 27-47,
""	ger. 24B-50B
In der Aue	ung. 33-61, ger. 38-60
M.-Bartholdy-Str.	ung. 3-47
Patrizierweg	ung. 19-39, ger.18-58
Ratsweg	ung. 5B-9, ger. 12-16
Steinstr.	ung. 59-85
Am Schlangenfenn	ung. 1-9, 50
Caputher Heuweg	ung. 1-69
Liefelds Grund	ung. 23-29
Moosglöckchenweg	ung. 1-27
Zum Teufelssee	ger. 6-48
Wahlbezirk 7101	WK 22
Schulzentrum am Stern - Gesamtschule (29)	
Gagarinstr. 5-7	
14480 Potsdam	barrierefrei
Wahlbezirk 7105 WK 22
Deutsches Rotes Kreuz - Behindertenwerkstätten Potsdam
Kohlhasenbrücker Str. 106
14480 Potsdam barrierefrei
Am Gehölz	alle
Bahnhofstr.	1-42, ger. 124-126A,
""	127
Beethovenstr.	alle
GA Naturfreunde	alle
Gagarinstr.	ung. 1-7
Großbeerenstr.	ung. 209 -261,
""	ger. 206-258
Hans-Grade-Ring	ung. 1-17, ger. 2-30,
""	ger. 60-70
Hubertusdamm	1-24A
In der Aue	ung. 11-31A, ger. 8-36
Lortzingstr.	alle
M.-Bartholdy-Str.	ger. 2-48
Mozartstr.	alle
Parallelweg	alle
Patrizierweg	1-14
An der Parforceheide	alle
Flotowstr.	ger. 4-12
Großbeerenstr.	366
Hubertusdamm	ung. 49-79
Kohlhasenbrücker Str.	ger. 100-106
Patrizierweg	ung. 43-69, ger. 62-92
Steinstr.	ung. 95-105,
""	ger. 44B-106
""	
""	
Wahlbezirk 7106	WK 22
Grundschule Am Pappelhain (36/45)	
Galileistr. 8	
14480 Potsdam	barrierefrei
Wahlbezirk 7112	WK 22
Leibniz-Gymnasium (41)	
Galileistr. 2-4	
14480 Potsdam	barrierefrei
Chopinstr.	alle
Galileistr.	ger. 2-10
Großbeerenstr.	ung. 265-279
Grotrianstr.	ung. 9-15
Johannes-Kepler-Platz	alle
Kellerstr.	alle
Neuendorfer Str.	15
Newtonstr.	ung. 1-15A, ger. 2-12
Röhrenstr.	alle
Schwarzschildstr.	alle
Ziolkowskistr.	1, ger. 2-8
""	
Galileistr.	ung. 77-89
Gaußstr.	alle
Jagdhausstr.	32
Otto-Haseloff-Str.	13, 13A, 14
Sternstr.	ung. 31-37, ger. 30-38
""
Wahlbezirk 7113 WK 22
Deutsches Rotes Kreuz - Behindertenwerkstätten Potsdam
Kohlhasenbrücker Str. 106
14480 Potsdam barrierefrei
Großbeerenstr.	ung. 285-359, 344
Grotrianstr.	ger. 2-32
Jagdhausstr.	1-15
Kohlhasenbrücker Str.	ung. 1-15C, ger. 2-36
Otto-Haseloff-Str.	ung. 17-23B,
""	ger. 16-22B
Steinstr.	ger. 118-162
Waldhornweg	26-35A
Wildeberstr.	29-38C
Wahlbezirk 7107	WK 22
Grundschule Am Pappelhain (36/45)	
Galileistr. 8	
14480 Potsdam	barrierefrei
Galileistr.	ung. 1-17
Laplacering	alle
Newtonstr.	ung. 19-35
Wahlbezirk 7108	WK 22
Grundschule Am Pappelhain (36/45)	
Galileistr. 8	
14480 Potsdam	barrierefrei
""	
Wahlbezirk 7201	WK 22
Schiller Grundschule im Sternfeld	
Sternstr. 68	
14480 Potsdam	
Galileistr.	ung. 19-39
Leibnizring	alle
Max-Born-Str.	19, 21
Alt Drewitz	alle
Am Friedhof	alle
Am Hirtengraben	1-9a
Am Silbergraben	alle
Bebraer Str.	1,3
Clara-Schumann-Str.	23-26
GA Am Hirtengraben	alle
Gerlachstr.	1-8
In den Neuen Höfen	alle
Kirchstr.	alle
Neuendorfer Str.	ung. 1-13, ger. 2-8,
""	10D, 12D, 14D,
""	ung. 15D-17D, 44-74
Nuthedamm	2-30
Sternstr.	1-18A, 63-82
Trebbiner Str.	alle
Turmstr.	1-10, 54-72
Zum Kirchsteigfeld	ung. 1-11
Wahlbezirk 7109	WK 22
Leibniz-Gymnasium (41)	
Galileistr. 2-4	
14480 Potsdam	barrierefrei
Galileistr.	ung. 41-57
Max-Born-Str.	ung. 1-17, ger. 2-8
Niels-Bohr-Ring	alle
Wahlbezirk 7110	WK 22
Leibniz-Gymnasium (41)	
Galileistr. 2-4	
14480 Potsdam	barrierefrei
Galileistr.	ung. 59-75, 16,18
Max-Born-Str.	ger. 10-26
Otto-Hahn-Ring	ung. 1-41, ger. 2-32
Otto-Haseloff-Str.	28, 30
Waldhornweg	12-14
Ziolkowskistr.	61
Wahlbezirk 7202	WK 22
KATHARINENHOF WOHNPARK AM STERN	
Hans-Albers-Str. 3	
14480 Potsdam	barrierefrei
Wahlbezirk 7111	WK 22
Leibniz-Gymnasium (41)	
Galileistr. 2-4	
14480 Potsdam	barrierefrei
Asta-Nielsen-Str.	alle
Erich-Pommer-Str.	alle
Gerlachstr.	ung. 21-49, 26
Guido-Seeber-Weg	ung. 1-15
Hans-Albers-Str.	alle
Konrad-Wolf-Allee	ger. 2-12
Sterncenter	alle
Sternstr.	29A, 29B, ung. 39-53,
""	ger. 40-52A
Zum Kirchsteigfeld	2,4
Eulenkamp	alle
Jagdhausstr.	ung. 21-33, ger.16-26
Otto-Haseloff-Str.	15, 24, 24A, 25
Waldhornweg	16-25
Waldhornweg	38-49
Wildeberstr.	1-24A, 43-55
Ziolkowskistr.	ung. 15-49, ger. 14-74
Wahlbezirk 7203	WK 22
Schiller Gymnasium	
Fritz-Lang-Str. 15	
14480 Potsdam	
Wahlbezirk 7302	WK 22
Friedrich-W.-von-Steuben-Gesamtschule (46)	
Ricarda-Huch-Str. 23-27	
14480 Potsdam	barrierefrei
Ernst-Lubitsch-Weg	1-7, 8,10
Friedrich-W.-Murnau-Str.	alle
Fritz-Lang-Str.	ung. 1-17, ger. 2-8
Hertha-Thiele-Weg	ger. 2-12
Konrad-Wolf-Allee	ung. 1-21, 12A
Paul-Wegener-Str.	alle
Wolfgang-Staudte-Str.	ger. 2-12
Am Hirtengraben	ung. 21-37
Bellavitestr.	alle
Büringstr.	alle
Dorothea-Schneider-Str.	ung. 1-9, ger. 2-6
Maimi-von-Mirbach-Str.	alle
Maxie-Wander-Str.	ung. 1-9, ger. 6-16
Nelly-Sachs-Str.	ung. 1-5
Ricarda-Huch-Str.	ung. 15-35, ger. 18-42
Wahlbezirk 7204	WK 22
Schiller Gymnasium	
Fritz-Lang-Str. 15	
14480 Potsdam	
""	
Wahlbezirk 7303	WK 22
Grundschule Im Kirchsteigfeld (56)	
Lise-Meitner-Str. 4-6	
14480 Potsdam	barrierefrei
Conrad-Veidt-Str.	alle
Fritz-Lang-Str.	ger. 10-22
Günther-Simon-Str.	alle
Priesterweg	alle
Willi-Schiller-Weg	alle
Wolfgang-Staudte-Str.	ung. 1-23
Anni-von-Gottberg-Str.	11,13, ger. 6-14
Clara-Schumann-Str.	ger. 2-22B
Dorothea-Schneider-Str.	ger. 14-18
Kamblystr.	alle
Lise-Meitner-Str.	1-26, 28
Marie-Hannemann-Str.	alle
Marie-Juchacz-Str.	ung. 3-9, ger. 2-20B
Schadowstr.	alle
Schinkelstr.	alle
Stülerstr.	alle
Zum Teich	alle
""	
Wahlbezirk 7205	WK 22
Stadtteilschule Drewitz	
Oskar-Meßter-Str. 4-6	
14480 Potsdam	barrierefrei
Ed.-v.-Winterstein-Str.	ung. 1-13
Guido-Seeber-Weg	ger. 2-16
Hertha-Thiele-Weg	ung. 1-11
Konrad-Wolf-Allee	ung. 27-45, ger. 14-24
